age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,salary
43,1,10,4,1,2,4,1,2174,0,40,
51,2,14,2,10,0,4,1,0,0,60,
45,4,10,2,14,0,4,1,7298,0,50,
65,4,9,5,11,1,4,1,991,0,20,
66,4,13,2,12,0,4,1,0,0,5,
36,6,11,2,5,0,4,1,0,0,99,
26,4,12,4,10,3,4,0,0,0,36,
28,4,10,4,12,1,2,1,0,0,50,
39,6,15,2,10,0,4,1,0,0,45,
43,4,10,2,14,0,4,1,0,0,60,
20,4,9,4,8,3,4,0,0,0,40,
29,4,10,0,13,4,4,1,0,0,40,
32,4,13,2,12,0,4,1,0,1848,50,
44,6,13,0,4,1,4,0,3325,0,40,
18,0,10,4,0,3,1,0,0,0,40,
60,4,10,2,6,0,4,1,0,0,40,
34,4,9,2,12,0,4,1,0,0,40,
60,4,9,6,6,1,4,0,0,0,40,
38,4,7,0,12,4,4,0,0,0,40,
29,4,11,2,7,0,4,1,0,0,40,
41,4,10,4,3,1,4,1,0,1408,40,
49,4,13,0,4,1,4,0,0,0,40,
37,4,3,5,8,4,4,0,0,0,40,
37,6,16,4,10,1,4,0,0,2559,60,
43,4,10,2,12,0,4,1,0,0,38,
41,4,14,6,10,1,4,0,4650,0,55,
37,4,9,0,8,4,2,0,0,0,40,
19,4,5,4,3,2,4,1,0,0,60,
29,4,10,2,14,0,4,1,0,0,35,
40,6,9,2,3,0,4,1,0,0,15,
53,4,4,2,4,0,4,1,0,0,40,
27,4,13,2,12,0,4,1,0,0,55,
44,6,9,2,3,0,4,1,7298,0,50,
29,4,12,0,3,4,4,0,0,0,38,
25,4,3,2,7,0,3,1,0,0,40,
38,4,9,2,12,0,4,1,0,0,55,
48,5,13,2,4,0,4,1,0,0,50,
18,4,10,4,8,3,4,0,0,0,12,
50,4,9,0,3,4,4,1,0,1408,50,
37,4,9,2,1,5,4,0,0,0,40,
48,4,13,6,8,4,4,0,0,0,20,
50,4,10,4,8,1,4,1,0,0,32,
74,0,9,2,0,0,4,1,6767,0,6,
24,4,10,4,1,3,4,0,0,0,30,
34,4,10,2,13,0,2,1,0,0,40,
19,4,10,4,12,3,4,1,0,0,40,
39,4,9,4,7,3,4,1,0,0,40,
40,4,10,0,8,1,4,0,0,0,40,
30,4,9,4,1,4,4,0,0,0,40,
27,4,9,4,1,1,4,1,0,0,40,
23,0,5,0,0,1,4,0,0,0,35,
68,0,4,6,0,1,4,0,0,1668,40,
46,4,10,2,1,0,4,1,0,0,40,
24,2,13,4,10,3,4,0,0,0,50,
18,4,8,4,8,3,4,1,0,0,20,
50,6,16,2,10,0,4,1,0,0,60,
42,4,7,2,7,0,4,1,0,0,40,
42,4,5,2,14,0,4,1,0,0,40,
37,4,11,2,1,0,4,1,3471,0,40,
57,4,10,6,13,1,4,0,0,0,16,
27,4,13,2,13,0,1,1,0,0,40,
31,4,6,2,7,0,4,1,0,0,40,
34,2,14,5,10,4,4,0,0,0,40,
55,6,9,0,8,2,4,0,0,0,40,
56,4,7,2,7,0,4,1,0,0,40,
36,7,13,2,10,5,4,0,0,1672,38,
35,7,10,4,5,3,4,1,0,0,40,
63,0,14,4,0,1,4,0,0,0,3,
38,4,13,0,4,1,4,1,0,0,40,
30,5,9,2,6,0,4,1,0,0,60,
18,4,10,4,8,3,4,0,0,0,20,
35,4,11,2,13,0,4,1,0,0,40,
53,4,9,0,8,1,4,0,0,0,40,
46,4,15,0,10,4,4,0,0,0,40,
45,4,10,2,1,0,4,1,0,0,40,
35,4,6,2,8,0,1,1,0,0,60,
41,4,9,4,1,3,4,1,0,0,40,
60,6,9,2,12,0,4,1,0,0,70,
18,4,10,4,1,3,4,1,0,1602,15,
19,4,9,4,7,3,4,1,0,0,40,
24,4,9,2,7,0,4,1,0,1579,50,
56,2,13,2,10,0,4,1,15024,0,40,
28,4,9,0,14,1,4,1,0,0,70,
29,4,9,4,8,1,4,1,0,0,32,
35,6,10,4,3,3,4,1,0,0,40,
27,0,10,4,0,4,4,0,0,0,40,
55,4,16,2,10,0,4,1,0,1977,55,
18,4,9,4,1,3,4,1,0,0,35,
53,4,9,4,3,1,4,1,0,0,40,
26,4,14,2,7,0,4,1,0,0,20,
55,4,10,2,13,0,4,1,0,0,40,
45,2,10,2,4,0,4,1,0,0,40,
28,4,9,4,7,3,4,1,0,0,40,
32,4,13,2,4,0,4,1,0,0,40,
27,4,9,4,6,3,4,1,0,0,40,
35,4,9,0,3,1,4,0,0,0,40,
36,4,9,0,6,4,4,0,0,0,37,
41,4,13,2,12,0,4,1,15024,0,45,
23,4,13,4,12,3,4,1,0,0,20,
22,4,8,4,14,2,4,1,0,0,40,
36,6,15,0,10,4,4,1,25236,0,40,
65,5,13,2,4,0,4,1,0,0,40,
59,0,9,2,0,0,4,1,0,0,41,
25,4,9,4,12,3,4,0,0,0,40,
33,2,10,2,11,0,4,1,0,1887,40,
31,4,10,2,12,0,4,1,0,0,40,
50,7,13,2,4,0,4,1,0,0,40,
49,7,10,2,10,0,4,1,0,0,50,
43,4,13,0,4,4,4,0,0,0,40,
23,1,10,2,1,2,4,0,0,0,40,
34,4,14,2,4,0,1,1,3103,0,40,
23,4,10,0,12,3,2,0,0,0,40,
63,4,6,2,3,0,4,1,0,0,40,
33,4,9,4,5,1,4,1,0,0,40,
51,5,13,0,5,4,4,1,0,0,50,
31,4,9,0,3,1,4,1,0,0,45,
32,4,10,2,4,3,4,0,2597,0,40,
48,0,10,2,0,0,4,1,0,0,40,
31,4,10,4,1,1,2,0,0,0,36,
47,4,11,2,12,0,4,1,0,0,40,
54,7,10,2,11,0,4,1,0,0,40,
23,4,10,4,12,1,4,1,0,0,40,
34,4,9,2,4,0,4,1,0,0,40,
46,4,7,2,8,5,2,0,0,0,35,
34,4,12,0,12,1,4,1,0,0,50,
31,4,9,4,8,1,4,1,0,0,50,
41,4,9,2,13,0,4,1,0,0,40,
41,0,9,4,0,3,4,0,0,0,40,
27,6,11,4,10,2,4,1,0,0,30,
30,0,7,4,0,3,2,0,0,0,40,
23,4,10,4,3,3,4,1,0,0,40,
24,2,12,4,1,3,4,0,0,0,20,
59,1,12,2,1,0,4,1,0,0,40,
56,4,9,2,3,0,4,1,5013,0,40,
35,6,9,2,14,0,0,1,0,0,40,
59,4,9,2,8,0,4,1,0,0,45,
47,4,11,2,3,0,4,1,0,0,40,
51,6,9,0,12,1,4,0,0,0,44,
42,4,13,0,1,4,4,0,0,0,45,
29,1,10,3,1,3,4,0,0,0,40,
23,4,9,4,3,4,4,1,0,0,45,
43,6,9,2,3,0,4,1,0,0,60,
46,4,10,2,4,0,4,1,0,0,40,
30,4,10,5,1,1,4,0,0,0,40,
23,4,10,4,13,3,4,0,0,0,20,
29,7,14,4,10,1,4,0,0,0,35,
33,4,9,0,4,1,4,0,0,0,45,
33,2,9,2,8,0,2,1,2105,0,40,
46,2,10,0,1,4,4,0,0,0,45,
35,4,10,3,1,1,2,0,0,0,40,
36,4,13,2,4,0,4,1,0,1887,40,
25,4,9,5,4,4,4,0,0,0,37,
35,4,13,2,12,0,4,1,0,0,40,
30,4,4,4,7,4,4,1,0,0,42,
39,4,10,2,8,0,1,1,0,0,84,
37,4,10,2,3,0,4,1,0,0,55,
22,4,9,4,7,1,4,1,0,0,42,
25,4,9,2,14,0,4,1,0,0,60,
50,4,9,2,12,5,2,0,0,0,40,
64,1,15,2,10,0,4,1,15024,0,45,
33,4,11,5,10,1,4,1,0,0,45,
59,5,3,2,5,0,4,1,0,0,40,
24,4,9,4,1,1,4,0,0,0,40,
41,4,13,2,12,0,4,1,0,0,55,
38,0,5,4,0,3,4,0,0,0,12,
60,4,13,0,4,3,4,1,0,0,60,
19,4,9,4,7,4,4,1,0,0,30,
23,4,10,4,3,2,4,1,0,0,40,
57,5,14,2,12,0,4,1,99999,0,40,
36,4,14,2,1,0,4,1,0,1977,40,
17,0,6,4,0,3,4,1,0,0,40,
24,4,13,4,10,3,4,1,0,0,40,
32,4,9,2,3,0,4,1,0,0,50,
27,4,13,2,12,0,4,1,0,0,45,
43,4,11,4,1,3,4,0,0,0,55,
21,0,10,4,0,3,4,1,0,0,40,
54,4,11,6,4,1,4,0,0,0,40,
22,4,9,2,5,0,4,1,0,0,45,
29,4,9,4,3,1,4,1,0,0,50,
22,4,8,4,5,1,0,1,0,0,50,
37,4,13,2,12,0,4,1,0,0,50,
38,6,16,2,10,0,4,1,0,0,50,
34,4,10,2,6,0,4,1,0,0,40,
45,4,10,2,7,0,4,1,0,0,84,
28,4,2,4,9,1,4,0,0,0,40,
68,4,16,0,10,1,4,0,0,0,40,
36,4,9,2,7,0,1,1,0,0,40,
20,4,5,4,8,4,4,1,0,0,30,
24,4,10,4,3,3,4,0,0,0,45,
38,4,10,0,4,4,4,0,0,0,40,
32,4,13,4,4,1,4,0,0,0,40,
34,4,10,2,10,0,4,1,7298,0,50,
47,4,9,6,1,1,4,0,2174,0,40,
28,4,13,4,8,1,4,0,0,0,50,
32,4,15,2,10,0,4,1,0,0,40,
58,4,9,2,7,0,4,1,0,0,40,
64,5,15,2,10,0,4,1,99999,0,35,
38,4,10,4,12,3,4,0,0,0,50,
43,4,9,4,1,1,4,0,0,0,40,
28,4,8,0,5,1,4,1,0,0,40,
21,4,10,4,1,3,4,1,0,0,40,
23,4,13,4,10,3,1,0,0,0,20,
25,4,5,4,6,3,2,1,2907,0,40,
41,4,9,5,1,1,2,1,2354,0,40,
24,0,9,4,0,1,4,0,0,0,36,
41,4,10,2,3,0,2,1,0,0,40,
27,4,13,2,10,0,4,1,0,0,40,
54,4,4,6,8,4,4,1,0,0,30,
28,2,9,5,14,3,4,0,0,0,25,
29,4,4,2,5,0,4,1,0,2042,40,
36,4,9,0,3,1,4,1,0,0,30,
41,5,13,2,4,0,1,1,0,1977,60,
60,6,10,2,4,0,4,1,0,0,40,
34,7,14,2,4,0,4,1,0,0,38,
32,4,9,4,8,1,2,0,0,0,40,
27,4,10,2,12,5,4,0,0,0,42,
60,4,6,2,12,0,4,1,0,0,40,
39,4,11,2,3,0,4,1,0,0,40,
59,4,8,0,14,2,2,1,0,0,35,
34,6,16,2,10,0,4,1,0,0,32,
36,4,11,2,4,0,4,1,0,0,40,
54,4,10,2,12,0,4,1,0,0,40,
48,4,11,2,13,0,4,1,0,0,40,
19,4,4,4,8,3,4,1,0,0,33,
40,4,15,2,10,0,4,1,0,0,40,
25,4,9,4,6,1,4,1,0,0,45,
39,4,12,5,1,4,4,1,0,0,40,
34,6,10,2,3,0,4,1,0,0,40,
30,4,9,5,8,4,4,0,0,0,30,
43,4,9,4,8,4,2,0,0,0,24,
35,4,13,2,10,0,1,1,0,0,40,
36,2,16,2,10,0,4,1,0,1887,50,
59,6,9,2,5,0,4,1,0,0,65,
33,6,9,2,3,0,4,1,0,0,40,
22,4,10,4,6,3,4,1,0,0,50,
48,4,9,2,3,0,4,1,0,0,45,
54,4,9,6,1,4,4,0,0,0,40,
49,4,10,0,1,1,4,0,0,0,38,
37,4,13,4,13,1,4,0,0,0,40,
45,4,9,2,7,0,2,1,0,0,40,
51,5,10,5,12,1,4,0,0,0,40,
46,4,10,2,3,0,4,1,0,0,40,
31,6,13,2,4,5,4,0,0,0,40,
29,0,6,4,0,3,4,0,0,0,38,
39,4,10,2,1,3,2,0,0,0,50,
35,4,9,2,6,0,4,1,5013,0,40,
26,4,13,4,1,3,4,0,0,0,40,
51,4,10,2,1,0,4,1,7298,0,40,
31,4,14,2,10,0,1,1,0,0,6,
39,4,9,2,7,0,4,1,0,0,40,
26,4,7,4,8,2,4,1,0,0,30,
25,4,13,2,13,0,4,1,0,0,35,
61,1,10,2,1,0,4,1,0,1887,40,
49,4,9,0,12,3,4,0,0,0,40,
53,4,13,4,10,1,4,0,0,0,45,
52,4,1,2,7,0,4,1,0,0,40,
52,4,9,2,14,0,4,1,0,0,55,
74,0,13,6,0,1,3,0,0,0,35,
50,4,9,0,1,1,2,1,0,0,40,
29,4,13,4,12,1,4,0,13550,0,35,
76,4,4,6,11,1,4,1,0,0,30,
19,4,9,4,1,3,4,0,0,0,15,
25,4,9,2,14,0,4,1,0,0,40,
45,4,9,0,1,4,4,0,0,0,40,
34,4,12,0,1,3,4,0,0,0,35,
20,4,10,4,8,3,4,0,0,0,16,
66,0,14,6,0,1,4,1,0,0,6,
63,0,13,2,0,5,2,0,0,0,45,
27,4,10,2,13,0,4,1,0,0,40,
41,4,10,2,1,0,4,1,2829,0,40,
43,4,9,2,8,0,4,1,0,0,60,
23,4,9,4,1,3,4,0,0,0,40,
37,1,10,0,1,4,2,0,0,0,40,
31,4,13,2,4,0,4,1,0,0,40,
33,7,10,2,3,0,4,1,0,0,4,
28,4,12,4,12,3,4,1,0,0,20,
70,0,9,6,0,1,4,0,2993,0,20,
35,4,10,0,1,4,4,0,0,0,40,
41,4,12,2,13,0,4,1,0,0,75,
17,4,7,4,8,2,4,0,0,0,12,
41,2,13,2,10,5,2,0,0,0,40,
44,4,11,0,12,1,4,1,0,0,45,
47,4,4,2,3,0,4,1,0,0,40,
24,4,9,4,6,3,2,1,0,0,40,
38,6,11,0,8,4,4,0,0,0,40,
34,4,10,2,4,0,2,1,0,0,52,
62,2,9,0,8,1,2,0,0,0,35,
27,2,9,2,1,0,4,1,0,0,38,
59,4,10,2,1,5,4,0,0,0,40,
35,4,14,2,4,0,4,1,0,0,40,
38,4,9,5,8,4,2,0,0,0,32,
28,4,10,4,8,3,4,0,0,0,50,
28,4,9,4,1,2,4,0,0,0,38,
59,7,5,2,14,0,4,1,0,0,40,
42,4,10,5,1,3,4,0,0,0,40,
54,2,14,4,10,1,4,0,0,0,32,
39,4,9,2,10,0,4,1,0,0,45,
41,4,13,2,5,0,4,1,0,0,40,
43,4,13,0,1,4,4,0,0,0,40,
32,5,13,2,8,0,1,1,0,0,50,
62,4,10,5,12,4,4,0,0,1617,33,
58,4,9,0,1,1,4,0,0,0,40,
43,4,9,0,3,1,4,1,0,0,40,
67,0,10,2,0,0,4,1,0,2457,40,
31,4,9,0,7,4,4,0,0,0,40,
51,2,14,2,10,5,4,0,0,0,70,
54,4,13,4,8,3,2,0,0,0,36,
20,4,10,4,7,1,4,1,0,0,70,
35,4,10,2,12,0,4,1,0,0,40,
22,4,9,4,8,3,4,0,0,0,36,
38,4,13,0,4,1,4,1,6849,0,60,
42,4,9,2,4,0,4,1,0,0,40,
44,7,14,2,1,0,4,1,0,0,40,
28,6,9,2,5,0,4,1,0,0,70,
74,5,10,2,4,0,4,1,0,0,35,
34,4,9,2,4,5,2,0,0,0,40,
50,7,9,2,10,0,4,1,0,0,52,
50,4,11,6,4,4,4,0,0,0,40,
43,4,9,2,6,0,4,1,0,0,40,
29,6,9,2,3,0,4,1,0,0,40,
30,0,9,5,0,4,2,0,0,0,25,
61,4,9,2,4,0,4,1,0,0,50,
21,4,10,4,1,3,1,0,0,0,40,
27,4,13,4,8,1,4,1,0,0,30,
47,4,16,2,10,0,4,1,0,0,40,
39,4,12,0,10,4,4,0,0,1380,40,
33,4,9,2,3,0,4,1,0,0,40,
22,4,9,4,12,2,2,0,0,0,37,
38,4,10,0,1,4,2,0,0,0,40,
45,4,10,2,3,0,4,1,0,0,40,
42,4,9,2,7,0,4,1,0,0,45,
35,4,10,4,3,1,4,1,0,0,45,
21,4,9,4,1,1,4,0,0,0,40,
49,7,11,0,1,1,2,0,0,0,44,
50,4,13,5,10,3,3,0,0,0,40,
36,7,16,2,10,5,4,0,0,0,36,
20,4,9,4,1,3,4,1,0,0,20,
49,4,9,5,10,4,2,0,0,0,40,
40,7,13,2,10,0,4,1,0,0,60,
22,4,10,0,1,4,4,0,0,0,40,
60,0,9,0,0,1,4,0,0,0,40,
67,4,7,6,1,4,4,0,0,0,20,
21,4,10,4,1,1,3,0,0,0,40,
60,6,9,2,5,0,0,1,0,0,50,
17,4,7,4,8,3,4,0,0,0,12,
43,4,14,2,4,5,4,0,15024,0,32,
49,7,13,2,4,0,4,1,0,0,45,
41,4,13,5,10,1,2,0,99999,0,60,
38,4,10,0,3,4,4,1,0,0,40,
38,4,9,2,3,0,4,1,0,0,40,
35,4,12,2,4,0,4,1,0,0,99,
40,4,10,4,12,1,4,1,0,0,40,
23,0,10,5,0,1,4,0,0,0,40,
19,0,10,4,0,3,4,0,0,1602,40,
40,4,9,2,14,0,4,1,0,0,60,
46,7,9,0,1,4,4,0,0,0,40,
25,4,10,3,1,4,4,0,0,0,22,
36,4,9,2,7,0,2,1,5178,0,40,
24,4,12,4,6,1,4,1,0,0,48,
62,4,9,2,7,0,4,1,0,0,48,
54,4,1,2,3,0,1,1,0,0,40,
23,4,13,2,1,2,4,0,0,0,40,
60,4,9,2,1,5,4,0,0,0,40,
18,5,9,4,5,3,4,0,0,0,8,
41,2,10,2,1,5,2,0,0,0,40,
45,2,14,4,10,1,4,0,0,0,40,
62,7,11,6,4,4,2,0,0,0,40,
28,4,13,3,13,4,2,0,0,0,40,
36,5,10,2,4,0,4,1,0,0,60,
31,4,9,4,12,2,4,1,0,0,40,
44,4,9,2,6,0,2,1,0,0,40,
33,6,9,5,3,4,4,1,0,0,50,
62,6,15,2,10,0,4,1,0,0,16,
27,4,4,2,8,5,4,0,0,0,40,
42,1,11,0,1,4,2,0,0,0,40,
55,4,5,4,6,2,2,1,0,0,37,
41,4,9,4,12,1,4,0,0,0,50,
26,4,10,2,4,0,4,1,4064,0,50,
45,4,10,2,1,5,4,0,0,0,40,
67,6,9,6,5,1,4,1,0,0,65,
25,4,11,2,3,0,4,1,0,0,45,
30,5,9,2,3,0,4,1,0,1887,48,
22,4,13,4,4,4,4,1,0,0,40,
19,4,10,4,8,3,4,1,0,0,20,
26,4,13,4,4,1,4,0,0,0,45,
61,4,9,2,3,0,4,1,0,0,50,
32,4,15,4,12,1,4,0,13550,0,50,
43,4,9,0,1,1,4,0,0,0,40,
53,4,9,0,9,1,4,0,0,0,20,
53,1,10,0,1,1,4,1,0,0,45,
42,5,8,0,3,1,4,1,0,0,10,
36,4,9,2,1,5,4,0,0,0,40,
55,6,13,2,4,0,4,1,0,0,99,
35,1,13,2,10,0,4,1,7298,0,40,
17,4,7,4,12,3,4,0,0,0,16,
55,6,15,0,10,1,4,0,0,0,35,
36,4,9,2,4,0,4,1,0,0,40,
40,2,14,2,10,5,4,0,0,0,40,
54,6,6,0,8,1,2,0,0,0,10,
45,6,13,0,10,1,4,1,0,0,45,
48,4,10,2,13,0,4,1,0,0,40,
40,2,15,4,4,1,4,1,0,0,60,
31,4,13,2,10,0,4,1,0,0,50,
26,4,13,4,1,3,1,1,0,0,40,
34,4,10,2,4,5,4,0,0,1485,40,
19,4,9,4,1,3,3,0,0,0,25,
31,1,12,2,3,0,4,1,0,0,40,
34,4,9,4,10,1,4,0,0,0,30,
55,2,14,2,4,0,4,1,0,0,55,
38,4,10,2,3,0,4,1,0,0,40,
21,4,9,4,6,2,4,1,0,0,20,
27,4,4,2,3,0,4,1,0,0,40,
35,4,9,5,8,1,2,1,0,0,40,
20,4,10,4,1,3,3,0,0,0,20,
24,6,11,4,8,4,4,0,0,0,38,
27,4,14,4,13,1,4,1,0,0,40,
18,1,7,4,7,3,4,1,0,0,4,
28,2,10,3,1,4,4,0,0,0,40,
36,4,9,0,14,1,4,0,0,0,40,
66,4,10,2,14,0,4,1,0,1258,20,
19,4,10,4,8,3,4,0,0,0,15,
59,6,6,2,4,5,4,0,0,0,36,
33,4,9,2,14,0,4,1,0,0,46,
28,4,4,5,6,1,4,1,0,0,40,
34,4,13,4,8,1,4,1,0,2001,40,
41,4,10,0,1,1,4,0,0,0,55,
30,4,7,2,3,0,4,1,0,0,45,
59,4,9,2,3,0,4,1,0,0,40,
42,4,13,2,12,0,4,1,0,0,60,
47,4,9,5,10,2,2,0,14084,0,38,
29,4,6,3,1,4,4,0,0,0,40,
60,4,10,3,7,1,4,1,0,0,50,
53,2,9,2,3,0,4,1,5013,0,35,
41,4,4,2,4,0,4,1,0,0,60,
32,4,10,0,12,4,4,0,0,0,30,
73,0,9,6,0,1,4,0,0,0,22,
20,4,9,4,12,1,4,0,0,0,30,
49,4,14,2,12,0,4,1,0,0,40,
36,2,13,4,10,4,4,1,0,0,40,
33,7,10,0,1,4,4,0,0,0,45,
25,4,10,4,8,1,1,0,0,0,34,
34,0,9,2,0,0,2,1,0,0,10,
19,0,10,4,0,3,1,0,0,0,40,
40,2,12,2,11,0,4,1,0,0,40,
48,4,9,2,14,0,4,1,0,0,44,
51,4,10,2,6,0,4,1,0,0,50,
22,4,12,4,6,3,2,1,0,0,20,
34,4,10,2,10,0,2,1,0,0,50,
22,4,6,2,12,5,4,0,0,0,40,
34,5,9,2,4,0,4,1,0,2002,40,
56,4,9,0,8,1,4,1,0,0,40,
49,4,9,2,7,0,4,1,0,1902,40,
36,4,13,4,8,1,4,0,0,0,40,
18,4,10,4,12,3,4,0,0,0,20,
26,6,9,4,3,3,4,1,0,0,50,
48,4,9,2,4,0,4,1,0,0,50,
35,6,9,2,4,0,4,1,0,0,40,
29,4,9,4,6,3,4,1,0,0,40,
47,4,9,2,3,0,4,1,0,0,40,
21,4,11,2,1,5,4,0,0,0,12,
28,4,10,4,12,1,4,0,0,0,50,
53,4,10,2,14,0,4,1,0,0,40,
65,1,9,0,1,1,4,0,0,0,40,
26,4,10,3,1,4,4,0,0,0,40,
50,4,13,2,4,0,4,1,0,1902,50,
26,4,9,2,3,0,4,1,0,0,50,
70,4,9,2,10,0,4,1,0,0,20,
55,4,10,0,7,3,4,1,0,0,40,
27,1,13,4,14,2,4,1,0,0,35,
31,4,10,2,4,0,4,1,0,0,40,
43,4,13,2,12,0,4,1,0,1902,55,
24,4,7,2,3,0,4,1,0,0,40,
22,4,4,4,8,4,4,0,0,0,40,
26,4,9,4,3,4,2,0,0,0,40,
23,4,6,4,3,1,4,0,0,0,40,
41,6,9,2,5,0,4,1,0,0,60,
52,4,14,2,12,0,4,1,0,0,40,
41,6,9,2,5,5,4,0,0,0,40,
59,6,6,2,5,0,4,1,0,0,40,
56,6,10,2,4,5,4,0,0,1977,50,
58,4,9,0,3,1,4,1,14344,0,48,
65,4,13,2,4,0,4,1,0,0,40,
24,2,13,4,10,1,1,1,0,0,40,
51,4,12,2,12,0,4,1,5178,0,45,
31,4,10,2,6,0,4,1,0,0,45,
84,4,9,6,10,1,4,0,0,0,16,
51,4,10,2,3,0,4,1,0,0,40,
24,2,13,4,10,1,4,1,0,0,50,
30,4,9,2,7,0,4,1,0,0,45,
22,4,6,4,8,1,4,1,0,0,40,
30,4,14,4,10,1,4,1,0,0,40,
47,4,10,0,4,4,4,0,0,0,40,
19,4,9,4,12,3,4,0,0,0,35,
43,6,10,0,1,4,4,0,0,0,36,
30,4,13,4,4,1,4,0,0,0,50,
46,4,14,0,4,1,4,0,0,0,45,
49,2,13,2,10,0,4,1,0,0,60,
37,4,3,4,7,4,4,0,0,0,40,
42,4,14,4,4,1,4,1,0,0,40,
57,4,10,2,12,0,4,1,5013,0,50,
46,4,12,4,1,1,4,0,0,0,40,
23,4,10,4,8,3,4,0,0,0,20,
26,4,13,2,3,0,4,1,0,0,58,
64,4,14,4,10,2,4,0,0,0,8,
20,4,9,4,1,4,4,0,0,0,40,
31,4,9,0,14,1,4,1,0,0,40,
38,4,13,2,13,0,4,1,0,1977,40,
44,4,10,0,7,1,4,1,0,0,40,
42,6,11,2,3,0,1,1,2885,0,40,
23,4,13,4,4,4,4,1,0,0,40,
31,2,14,2,10,0,4,1,0,0,90,
35,6,7,2,3,0,4,1,0,0,36,
30,6,10,0,3,1,4,1,0,0,35,
35,4,9,0,3,3,4,1,0,0,20,
40,4,9,3,1,3,4,0,0,0,38,
18,4,7,4,8,3,4,0,0,0,20,
23,4,6,4,14,3,1,1,0,0,30,
63,4,9,2,1,0,2,1,0,0,40,
20,7,9,4,14,3,4,1,0,0,40,
50,2,14,2,4,0,4,1,0,0,60,
49,4,14,2,12,0,4,1,0,0,45,
53,6,6,2,5,0,4,1,0,0,40,
34,4,9,5,1,3,4,0,0,0,40,
54,4,9,0,14,1,4,1,0,0,56,
40,4,10,2,1,0,4,1,0,0,40,
22,4,13,4,12,1,4,0,0,0,40,
28,4,6,4,5,2,4,1,0,0,35,
24,4,9,4,3,3,4,1,0,0,40,
37,4,2,4,8,4,4,0,0,0,48,
62,4,9,2,12,5,4,0,0,0,16,
19,0,10,4,0,1,4,1,0,0,40,
51,4,11,6,10,4,1,0,0,0,40,
65,4,10,6,1,1,4,0,2346,0,40,
31,4,9,4,1,3,4,0,0,0,8,
42,5,10,0,4,4,4,1,0,0,90,
42,4,9,2,8,5,2,0,0,0,35,
54,4,12,2,3,0,4,1,0,0,40,
23,4,13,4,4,3,4,0,0,0,60,
28,4,9,4,8,1,4,0,0,0,46,
42,4,7,0,3,1,4,1,0,0,40,
30,4,9,4,4,1,2,1,0,0,40,
33,1,9,2,3,0,4,1,0,0,40,
33,4,9,0,13,1,4,0,0,0,40,
39,4,9,0,7,4,4,1,2977,0,40,
27,4,7,2,6,0,4,1,0,0,40,
20,0,7,4,0,3,2,1,0,0,40,
62,4,3,2,5,0,1,1,0,0,40,
17,4,6,4,12,2,4,1,0,0,30,
58,4,10,0,1,1,2,0,0,0,55,
69,5,14,2,4,0,4,1,6514,0,40,
34,4,13,2,10,0,4,1,0,0,42,
34,4,13,5,12,1,4,1,0,2824,50,
20,4,9,4,6,3,4,1,0,0,35,
64,1,10,2,1,5,4,0,0,0,40,
27,4,10,2,3,0,4,1,0,0,55,
41,4,9,2,1,5,4,0,0,0,40,
40,4,4,2,3,0,4,1,0,0,40,
53,2,14,2,1,0,4,1,0,0,38,
44,4,16,4,10,1,4,1,0,0,45,
37,4,3,4,1,2,4,0,0,0,40,
46,4,13,2,13,0,4,1,0,0,60,
17,4,5,4,7,3,4,1,0,0,20,
35,4,9,0,3,1,4,1,0,0,40,
36,2,12,5,1,4,4,0,0,0,40,
49,7,9,2,6,0,4,1,0,0,40,
48,4,15,0,10,4,4,0,0,0,25,
26,4,13,4,12,2,4,1,0,0,40,
26,4,12,4,1,1,4,0,0,0,8,
35,7,9,2,3,0,4,1,0,0,40,
29,4,5,4,7,1,4,1,0,0,40,
54,4,10,2,12,0,4,1,7298,0,50,
36,2,10,5,1,3,2,1,0,0,40,
25,4,13,2,10,0,4,1,0,0,40,
18,2,6,4,8,3,4,1,0,0,25,
21,4,10,4,12,3,2,0,0,0,20,
22,4,9,2,8,3,2,1,0,0,40,
52,4,9,2,3,0,4,1,0,0,45,
36,6,10,2,8,5,4,0,0,0,40,
25,4,13,4,4,3,4,0,0,1726,60,
49,6,16,4,10,1,4,1,99999,0,70,
42,4,10,2,12,0,4,1,0,0,50,
37,4,11,2,12,0,4,1,0,0,54,
39,4,12,4,3,3,4,1,0,0,40,
32,4,13,4,10,1,4,1,0,0,40,
53,4,9,2,4,0,4,1,0,0,40,
30,4,7,2,3,0,4,1,0,0,40,
51,4,10,2,13,5,4,0,0,0,40,
62,2,11,0,1,1,2,0,0,0,40,
38,4,3,2,7,0,4,1,0,0,40,
23,4,13,4,13,1,4,1,0,0,40,
39,4,9,2,7,0,4,1,0,2051,40,
37,1,10,4,1,3,4,1,0,0,40,
27,0,12,2,0,5,4,0,0,0,40,
41,4,10,2,7,0,4,1,0,0,40,
47,6,13,2,12,0,4,1,0,0,40,
25,4,10,2,4,5,2,0,0,0,40,
35,4,12,0,8,4,4,0,0,0,50,
47,4,9,2,3,0,4,1,0,1977,45,
30,4,9,4,8,1,4,1,0,0,40,
29,4,11,2,13,0,4,1,0,2051,40,
36,4,11,2,4,5,4,0,0,0,50,
42,4,13,3,14,1,4,1,0,0,60,
51,4,9,2,14,0,2,1,0,0,40,
